GEOID,x_coords,y_coords
4019004726,"[-113.3913, -113.3163, -113.3163, -113.3913, -113.4663, -113.4663, -113.3913]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4019005200,"[-113.6163, -113.54129999999999, -113.54129999999999, -113.6163, -113.6913, -113.6913, -113.6163]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
4019004330,"[-113.3913, -113.3163, -113.3163, -113.3913, -113.4663, -113.4663, -113.3913]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4019004324,"[-113.4663, -113.3913, -113.3913, -113.4663, -113.5413, -113.5413, -113.4663]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4019004425,"[-113.4663, -113.3913, -113.3913, -113.4663, -113.5413, -113.5413, -113.4663]","[31.63544989132455, 31.59214862113533, 31.505546080756886, 31.462244810567665, 31.505546080756886, 31.59214862113533, 31.63544989132455]"
4019004062,"[-113.4663, -113.3913, -113.3913, -113.4663, -113.5413, -113.5413, -113.4663]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4019004114,"[-113.4663, -113.3913, -113.3913, -113.4663, -113.5413, -113.5413, -113.4663]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4019004327,"[-113.54129999999999, -113.46629999999999, -113.46629999999999, -113.54129999999999, -113.6163, -113.6163, -113.54129999999999]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4019004423,"[-113.54129999999999, -113.46629999999999, -113.46629999999999, -113.54129999999999, -113.6163, -113.6163, -113.54129999999999]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4019004431,"[-113.54129999999999, -113.46629999999999, -113.46629999999999, -113.54129999999999, -113.6163, -113.6163, -113.54129999999999]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4019004641,"[-113.6163, -113.54129999999999, -113.54129999999999, -113.6163, -113.6913, -113.6913, -113.6163]","[31.80865497208144, 31.76535370189222, 31.678751161513777, 31.635449891324555, 31.678751161513777, 31.76535370189222, 31.80865497208144]"
4013103611,"[-113.91629999999999, -113.84129999999999, -113.84129999999999, -113.91629999999999, -113.9913, -113.9913, -113.91629999999999]","[34.83974388532698, 34.796442615137764, 34.70984007475931, 34.666538804570095, 34.70984007475931, 34.796442615137764, 34.83974388532698]"
4013103612,"[-113.9913, -113.91629999999999, -113.91629999999999, -113.9913, -114.0663, -114.0663, -113.9913]","[34.709840074759306, 34.66653880457009, 34.57993626419164, 34.53663499400242, 34.57993626419164, 34.66653880457009, 34.709840074759306]"
4013103614,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[34.579936264191645, 34.536634994002426, 34.450032453623976, 34.40673118343476, 34.450032453623976, 34.536634994002426, 34.579936264191645]"
4013103615,"[-113.8413, -113.7663, -113.7663, -113.8413, -113.9163, -113.9163, -113.8413]","[34.96964769589464, 34.926346425705425, 34.839743885326975, 34.79644261513776, 34.839743885326975, 34.926346425705425, 34.96964769589464]"
4013103900,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[34.14692356229943, 34.10362229211021, 34.01701975173176, 33.97371848154254, 34.01701975173176, 34.10362229211021, 34.14692356229943]"
4013103609,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[34.450032453623976, 34.40673118343476, 34.32012864305631, 34.27682737286709, 34.32012864305631, 34.40673118343476, 34.450032453623976]"
4013104100,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[34.23352610267787, 34.19022483248865, 34.1036222921102, 34.060321021920984, 34.1036222921102, 34.19022483248865, 34.23352610267787]"
4013093105,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.58400704983954, 33.540705779650324, 33.45410323927187, 33.410801969082655, 33.45410323927187, 33.540705779650324, 33.58400704983954]"
4013040516,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.75721213059643, 33.71391086040721, 33.62730832002876, 33.58400704983954, 33.62730832002876, 33.71391086040721, 33.75721213059643]"
4013050609,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.4974045094611, 33.45410323927188, 33.36750069889343, 33.32419942870421, 33.36750069889343, 33.45410323927188, 33.4974045094611]"
4013061401,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.410801969082655, 33.36750069889344, 33.28089815851499, 33.23759688832577, 33.28089815851499, 33.36750069889344, 33.410801969082655]"
4013040528,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.670609590217985, 33.62730832002877, 33.54070577965032, 33.4974045094611, 33.54070577965032, 33.62730832002877, 33.670609590217985]"
4013050604,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.324199428704205, 33.28089815851499, 33.194295618136536, 33.15099434794732, 33.194295618136536, 33.28089815851499, 33.324199428704205]"
4013061014,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.84381467097487, 33.800513400785654, 33.7139108604072, 33.670609590217985, 33.7139108604072, 33.800513400785654, 33.84381467097487]"
4013061029,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.930417211353316, 33.8871159411641, 33.80051340078565, 33.75721213059643, 33.80051340078565, 33.8871159411641, 33.930417211353316]"
4013061036,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.01701975173176, 33.97371848154254, 33.88711594116409, 33.84381467097487, 33.88711594116409, 33.97371848154254, 34.01701975173176]"
4013082017,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[32.93448799700121, 32.891186726811995, 32.804584186433544, 32.761282916244326, 32.804584186433544, 32.891186726811995, 32.93448799700121]"
4013082205,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[32.7179816460551, 32.67468037586588, 32.58807783548743, 32.544776565298214, 32.58807783548743, 32.67468037586588, 32.7179816460551]"
4013104401,"[-113.9913, -113.91629999999999, -113.91629999999999, -113.9913, -114.0663, -114.0663, -113.9913]","[34.79644261513776, 34.75314134494854, 34.66653880457009, 34.62323753438087, 34.66653880457009, 34.75314134494854, 34.79644261513776]"
4013105503,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[34.66653880457009, 34.62323753438087, 34.53663499400242, 34.4933337238132, 34.53663499400242, 34.62323753438087, 34.66653880457009]"
4013109702,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.23759688832576, 33.19429561813654, 33.10769307775809, 33.064391807568875, 33.10769307775809, 33.19429561813654, 33.23759688832576]"
4013109801,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.15099434794732, 33.1076930777581, 33.02109053737965, 32.97778926719043, 33.02109053737965, 33.1076930777581, 33.15099434794732]"
4013109704,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[32.84788545662277, 32.80458418643355, 32.7179816460551, 32.67468037586588, 32.7179816460551, 32.80458418643355, 32.84788545662277]"
4013109705,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[33.064391807568875, 33.021090537379656, 32.934487997001206, 32.89118672681199, 32.934487997001206, 33.021090537379656, 33.064391807568875]"
4013109900,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[32.501475295108996, 32.45817402491978, 32.37157148454133, 32.32827021435211, 32.37157148454133, 32.45817402491978, 32.501475295108996]"
4013106801,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[34.53663499400242, 34.4933337238132, 34.40673118343475, 34.36342991324553, 34.40673118343475, 34.4933337238132, 34.53663499400242]"
4013109101,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.1036222921102, 34.060321021920984, 33.973718481542534, 33.930417211353316, 33.973718481542534, 34.060321021920984, 34.1036222921102]"
4013216836,"[-113.91629999999999, -113.84129999999999, -113.84129999999999, -113.91629999999999, -113.9913, -113.9913, -113.91629999999999]","[34.926346425705425, 34.88304515551621, 34.79644261513776, 34.75314134494854, 34.79644261513776, 34.88304515551621, 34.926346425705425]"
4013420213,"[-113.6913, -113.6163, -113.6163, -113.6913, -113.7663, -113.7663, -113.6913]","[31.938558782649107, 31.895257512459885, 31.80865497208144, 31.76535370189222, 31.80865497208144, 31.895257512459885, 31.938558782649107]"
4013421002,"[-113.91629999999999, -113.84129999999999, -113.84129999999999, -113.91629999999999, -113.9913, -113.9913, -113.91629999999999]","[32.241667673973666, 32.19836640378445, 32.111763863406, 32.06846259321678, 32.111763863406, 32.19836640378445, 32.241667673973666]"
4013010102,"[-113.91629999999999, -113.84129999999999, -113.84129999999999, -113.91629999999999, -113.9913, -113.9913, -113.91629999999999]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4013030402,"[-113.9913, -113.91629999999999, -113.91629999999999, -113.9913, -114.0663, -114.0663, -113.9913]","[34.8830451555162, 34.83974388532698, 34.75314134494853, 34.70984007475931, 34.75314134494853, 34.83974388532698, 34.8830451555162]"
4013106001,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[34.40673118343476, 34.36342991324554, 34.27682737286709, 34.23352610267787, 34.27682737286709, 34.36342991324554, 34.40673118343476]"
4013108302,"[-113.9913, -113.91629999999999, -113.91629999999999, -113.9913, -114.0663, -114.0663, -113.9913]","[32.37157148454133, 32.32827021435211, 32.24166767397366, 32.19836640378444, 32.24166767397366, 32.32827021435211, 32.37157148454133]"
4013040515,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.190224832488646, 34.14692356229943, 34.06032102192098, 34.01701975173176, 34.06032102192098, 34.14692356229943, 34.190224832488646]"
4013420110,"[-113.8413, -113.7663, -113.7663, -113.8413, -113.9163, -113.9163, -113.8413]","[32.111763863406, 32.06846259321678, 31.981860052838332, 31.93855878264911, 31.981860052838332, 32.06846259321678, 32.111763863406]"
4013082018,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[32.63137910567666, 32.58807783548744, 32.50147529510899, 32.45817402491977, 32.50147529510899, 32.58807783548744, 32.63137910567666]"
4013616500,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[34.75314134494853, 34.70984007475931, 34.62323753438086, 34.579936264191645, 34.62323753438086, 34.70984007475931, 34.75314134494853]"
4013618000,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[34.62323753438086, 34.579936264191645, 34.493333723813194, 34.450032453623976, 34.493333723813194, 34.579936264191645, 34.62323753438086]"
4013618700,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[34.4933337238132, 34.45003245362398, 34.36342991324553, 34.320128643056314, 34.36342991324553, 34.45003245362398, 34.4933337238132]"
4013810200,"[-113.7663, -113.6913, -113.6913, -113.7663, -113.8413, -113.8413, -113.7663]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4013810700,"[-113.6913, -113.6163, -113.6163, -113.6913, -113.7663, -113.7663, -113.6913]","[31.851956242270663, 31.80865497208144, 31.722052431703, 31.678751161513777, 31.722052431703, 31.80865497208144, 31.851956242270663]"
4013116730,"[-113.9913, -113.91629999999999, -113.91629999999999, -113.9913, -114.0663, -114.0663, -113.9913]","[32.284968944162884, 32.241667673973666, 32.155065133595215, 32.111763863406, 32.155065133595215, 32.241667673973666, 32.284968944162884]"
4013116733,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[32.41487275473055, 32.371571484541334, 32.284968944162884, 32.241667673973666, 32.284968944162884, 32.371571484541334, 32.41487275473055]"
4013817200,"[-113.6163, -113.54129999999999, -113.54129999999999, -113.6163, -113.6913, -113.6913, -113.6163]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4013616300,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[34.83974388532698, 34.796442615137764, 34.70984007475931, 34.666538804570095, 34.70984007475931, 34.796442615137764, 34.83974388532698]"
4013723306,"[-113.91629999999999, -113.84129999999999, -113.84129999999999, -113.91629999999999, -113.9913, -113.9913, -113.91629999999999]","[32.15506513359522, 32.111763863406004, 32.025161323027554, 31.981860052838336, 32.025161323027554, 32.111763863406004, 32.15506513359522]"
4013817600,"[-113.8413, -113.7663, -113.7663, -113.8413, -113.9163, -113.9163, -113.8413]","[32.025161323027554, 31.98186005283833, 31.895257512459885, 31.851956242270663, 31.895257512459885, 31.98186005283833, 32.025161323027554]"
4013723305,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[32.544776565298214, 32.501475295108996, 32.414872754730546, 32.37157148454133, 32.414872754730546, 32.501475295108996, 32.544776565298214]"
4013610100,"[-113.9913, -113.91629999999999, -113.91629999999999, -113.9913, -114.0663, -114.0663, -113.9913]","[34.96964769589464, 34.926346425705425, 34.839743885326975, 34.79644261513776, 34.839743885326975, 34.926346425705425, 34.96964769589464]"
4013610500,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[34.709840074759306, 34.66653880457009, 34.57993626419164, 34.53663499400242, 34.57993626419164, 34.66653880457009, 34.709840074759306]"
4013610600,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[34.926346425705425, 34.88304515551621, 34.79644261513776, 34.75314134494854, 34.79644261513776, 34.88304515551621, 34.926346425705425]"
4013216843,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.27682737286709, 34.23352610267787, 34.14692356229942, 34.1036222921102, 34.14692356229942, 34.23352610267787, 34.27682737286709]"
4013610800,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[34.579936264191645, 34.536634994002426, 34.450032453623976, 34.40673118343476, 34.450032453623976, 34.536634994002426, 34.579936264191645]"
4013216849,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.71391086040721, 33.67060959021799, 33.58400704983954, 33.540705779650324, 33.58400704983954, 33.67060959021799, 33.71391086040721]"
4013111900,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[32.761282916244326, 32.71798164605511, 32.63137910567666, 32.58807783548744, 32.63137910567666, 32.71798164605511, 32.761282916244326]"
4013613100,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[34.79644261513776, 34.75314134494854, 34.66653880457009, 34.62323753438087, 34.66653880457009, 34.75314134494854, 34.79644261513776]"
4013420113,"[-113.7663, -113.6913, -113.6913, -113.7663, -113.8413, -113.8413, -113.7663]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
4013617100,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.800513400785654, 33.757212130596436, 33.670609590217985, 33.62730832002877, 33.670609590217985, 33.757212130596436, 33.800513400785654]"
4013723304,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[32.97778926719043, 32.93448799700121, 32.84788545662276, 32.804584186433544, 32.84788545662276, 32.93448799700121, 32.97778926719043]"
4013723307,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.45410323927188, 33.41080196908266, 33.32419942870421, 33.280898158514994, 33.32419942870421, 33.41080196908266, 33.45410323927188]"
4013813600,"[-113.6913, -113.6163, -113.6163, -113.6913, -113.7663, -113.7663, -113.6913]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4013422634,"[-113.9913, -113.91629999999999, -113.91629999999999, -113.9913, -114.0663, -114.0663, -113.9913]","[32.19836640378444, 32.15506513359522, 32.06846259321677, 32.025161323027554, 32.06846259321677, 32.15506513359522, 32.19836640378444]"
4013815800,"[-113.91629999999999, -113.84129999999999, -113.84129999999999, -113.91629999999999, -113.9913, -113.9913, -113.91629999999999]","[32.06846259321677, 32.025161323027554, 31.938558782649107, 31.895257512459885, 31.938558782649107, 32.025161323027554, 32.06846259321677]"
4013816600,"[-113.8413, -113.7663, -113.7663, -113.8413, -113.9163, -113.9163, -113.8413]","[31.938558782649107, 31.895257512459885, 31.80865497208144, 31.76535370189222, 31.80865497208144, 31.895257512459885, 31.938558782649107]"
4013522903,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[32.32827021435211, 32.28496894416289, 32.19836640378444, 32.15506513359522, 32.19836640378444, 32.28496894416289, 32.32827021435211]"
4013614700,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.36342991324553, 34.320128643056314, 34.233526102677864, 34.190224832488646, 34.233526102677864, 34.320128643056314, 34.36342991324553]"
4013614800,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.8871159411641, 33.84381467097488, 33.75721213059643, 33.71391086040721, 33.75721213059643, 33.84381467097488, 33.8871159411641]"
4013615400,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.62730832002877, 33.58400704983955, 33.4974045094611, 33.45410323927188, 33.4974045094611, 33.58400704983955, 33.62730832002877]"
4013111800,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.540705779650324, 33.497404509461106, 33.410801969082655, 33.36750069889344, 33.410801969082655, 33.497404509461106, 33.540705779650324]"
4013112201,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.28089815851499, 33.23759688832577, 33.15099434794732, 33.1076930777581, 33.15099434794732, 33.23759688832577, 33.28089815851499]"
4013112202,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[32.89118672681199, 32.84788545662277, 32.76128291624432, 32.7179816460551, 32.76128291624432, 32.84788545662277, 32.89118672681199]"
4013116203,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[32.67468037586588, 32.631379105676665, 32.544776565298214, 32.501475295108996, 32.544776565298214, 32.631379105676665, 32.67468037586588]"
4013116204,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[32.45817402491977, 32.41487275473055, 32.3282702143521, 32.284968944162884, 32.3282702143521, 32.41487275473055, 32.45817402491977]"
4013116205,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.19429561813654, 33.150994347947325, 33.064391807568875, 33.021090537379656, 33.064391807568875, 33.150994347947325, 33.19429561813654]"
4013116300,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[32.58807783548744, 32.54477656529822, 32.45817402491977, 32.41487275473055, 32.45817402491977, 32.54477656529822, 32.58807783548744]"
4013116400,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.1076930777581, 33.06439180756888, 32.97778926719043, 32.93448799700121, 32.97778926719043, 33.06439180756888, 33.1076930777581]"
4013116703,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[32.241667673973666, 32.19836640378445, 32.111763863406, 32.06846259321678, 32.111763863406, 32.19836640378445, 32.241667673973666]"
4013318400,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.97371848154254, 33.93041721135332, 33.84381467097487, 33.800513400785654, 33.84381467097487, 33.93041721135332, 33.97371848154254]"
4013318700,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[33.021090537379656, 32.97778926719044, 32.89118672681199, 32.84788545662277, 32.89118672681199, 32.97778926719044, 33.021090537379656]"
4013104204,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[34.060321021920984, 34.017019751731766, 33.930417211353316, 33.8871159411641, 33.930417211353316, 34.017019751731766, 34.060321021920984]"
4013104205,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[34.14692356229943, 34.10362229211021, 34.01701975173176, 33.97371848154254, 34.01701975173176, 34.10362229211021, 34.14692356229943]"
4013104206,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.450032453623976, 34.40673118343476, 34.32012864305631, 34.27682737286709, 34.32012864305631, 34.40673118343476, 34.450032453623976]"
4013104212,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[34.23352610267787, 34.19022483248865, 34.1036222921102, 34.060321021920984, 34.1036222921102, 34.19022483248865, 34.23352610267787]"
4013104214,"[-114.2163, -114.1413, -114.1413, -114.2163, -114.2913, -114.2913, -114.2163]","[34.66653880457009, 34.62323753438087, 34.53663499400242, 34.4933337238132, 34.53663499400242, 34.62323753438087, 34.66653880457009]"
4013104217,"[-114.4413, -114.3663, -114.3663, -114.4413, -114.5163, -114.5163, -114.4413]","[33.670609590217985, 33.62730832002877, 33.54070577965032, 33.4974045094611, 33.54070577965032, 33.62730832002877, 33.670609590217985]"
4021000309,"[-113.6163, -113.54129999999999, -113.54129999999999, -113.6163, -113.6913, -113.6913, -113.6163]","[31.63544989132455, 31.59214862113533, 31.505546080756886, 31.462244810567665, 31.505546080756886, 31.59214862113533, 31.63544989132455]"
4021001704,"[-113.7663, -113.6913, -113.6913, -113.7663, -113.8413, -113.8413, -113.7663]","[31.80865497208144, 31.76535370189222, 31.678751161513777, 31.635449891324555, 31.678751161513777, 31.76535370189222, 31.80865497208144]"
4021001707,"[-113.6913, -113.6163, -113.6163, -113.6913, -113.7663, -113.7663, -113.6913]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4021001706,"[-113.91629999999999, -113.84129999999999, -113.84129999999999, -113.91629999999999, -113.9913, -113.9913, -113.91629999999999]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4013116619,"[-114.1413, -114.0663, -114.0663, -114.1413, -114.2163, -114.2163, -114.1413]","[32.37157148454133, 32.32827021435211, 32.24166767397366, 32.19836640378444, 32.24166767397366, 32.32827021435211, 32.37157148454133]"
4012020602,"[-114.5913, -114.5163, -114.5163, -114.5913, -114.6663, -114.6663, -114.5913]","[33.410801969082655, 33.36750069889344, 33.28089815851499, 33.23759688832577, 33.28089815851499, 33.36750069889344, 33.410801969082655]"
4012940200,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[34.320128643056314, 34.276827372867096, 34.190224832488646, 34.14692356229943, 34.190224832488646, 34.276827372867096, 34.320128643056314]"
4012940300,"[-114.4413, -114.3663, -114.3663, -114.4413, -114.5163, -114.5163, -114.4413]","[34.01701975173176, 33.97371848154254, 33.88711594116409, 33.84381467097487, 33.88711594116409, 33.97371848154254, 34.01701975173176]"
4013610400,"[-114.0663, -113.9913, -113.9913, -114.0663, -114.1413, -114.1413, -114.0663]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4009940500,"[-113.54129999999999, -113.46629999999999, -113.46629999999999, -113.54129999999999, -113.6163, -113.6163, -113.54129999999999]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4009961300,"[-113.54129999999999, -113.46629999999999, -113.46629999999999, -113.54129999999999, -113.6163, -113.6163, -113.54129999999999]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4009961700,"[-113.6163, -113.54129999999999, -113.54129999999999, -113.6163, -113.6913, -113.6913, -113.6163]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4009961600,"[-113.6163, -113.54129999999999, -113.54129999999999, -113.6163, -113.6913, -113.6913, -113.6163]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4009961100,"[-113.6913, -113.6163, -113.6163, -113.6913, -113.7663, -113.7663, -113.6913]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4009961500,"[-113.6913, -113.6163, -113.6163, -113.6913, -113.7663, -113.7663, -113.6913]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4009961400,"[-113.7663, -113.6913, -113.6913, -113.7663, -113.8413, -113.8413, -113.7663]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4015953100,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.53663499400242, 34.4933337238132, 34.40673118343475, 34.36342991324553, 34.40673118343475, 34.4933337238132, 34.53663499400242]"
4013093104,"[-114.4413, -114.3663, -114.3663, -114.4413, -114.5163, -114.5163, -114.4413]","[33.58400704983954, 33.540705779650324, 33.45410323927187, 33.410801969082655, 33.45410323927187, 33.540705779650324, 33.58400704983954]"
4013103205,"[-114.4413, -114.3663, -114.3663, -114.4413, -114.5163, -114.5163, -114.4413]","[33.75721213059643, 33.71391086040721, 33.62730832002876, 33.58400704983954, 33.62730832002876, 33.71391086040721, 33.75721213059643]"
